issue_num,datetime,body,login,close_date
66,2015-01-13 16:01:13,"Thanks!
",prakhar1989,2015-01-13 16:01:14
65,2015-01-12 05:24:46,,bcbcb,2015-01-12 05:26:03
65,2015-01-12 05:26:00,"Thanks :+1: 
",prakhar1989,2015-01-12 05:26:03
64,2015-01-12 02:23:50,"I alphabetized the lists of courses under each category, and added four new courses from the University of Arkansas. This is my first time trying to contribute to github, so if I've made any mistakes I apologize and look forward to learning from them.
",awelch83,2015-01-12 04:12:50
64,2015-01-12 04:12:47,"Really appreciate the effort Aaron! This looks much better now! Thanks again :)

PS: Congrats for your first merged Pull Request :dancers: 
",prakhar1989,2015-01-12 04:12:50
63,2015-01-11 23:25:24,,awelch83,2015-01-12 00:06:34
62,2015-01-09 21:49:55,"Fixed CS241 MPs link, added term (Fall 2014) to course titles.
",qwdfbn,2015-01-09 21:56:24
62,2015-01-09 21:56:21,"Thanks!
",prakhar1989,2015-01-09 21:56:24
61,2015-01-09 20:53:52,"To aid usability (refer: #29) , emojis have been added to indicate the type of materials available for each course. The [Systems](https://github.com/prakhar1989/awesome-courses#systems) section has been completed but I need help in completing other sections. Since Github doesn't render emojis for large markdown files, we have to resort to copy-pasting the HTML for each emojis. Please limit the emoji usage to the legend below. 
##### Legend

Lecture Videos :video_camera: 

<S_CODE_TOKEN>

Lecture Notes :memo: 

<S_CODE_TOKEN>

Assignments / Labs :computer: 

<S_CODE_TOKEN>

Readings :books: 

<S_CODE_TOKEN>

Any help is gladly appreciated! 
### Status
- [x] Systems
- [x] Programming Languages 
- [x] Algorithms
- [x] CS Theory
- [x] Misc
- [x] Intro to CS
",prakhar1989,2015-01-11 18:47:04
60,2015-01-09 20:38:06,,prakhar1989,2015-01-09 20:38:24
59,2015-01-09 20:19:13,,xvedejas,2015-01-18 07:29:35
59,2015-01-11 13:27:30,"Hi! Can you please resolve the merge conflicts and update the pull request? Thanks!
",prakhar1989,2015-01-18 07:29:35
59,2015-01-14 08:33:08,"Tnx
",bonog,2015-01-18 07:29:35
59,2015-01-15 20:33:31,"What
",ramdenrentz112,2015-01-18 07:29:35
58,2015-01-09 18:34:59,"I could not see in any courses in the list covering the field of nature inspired computation so I have added a course that I have found useful that has it's resources available on-line.

I have conformed to the format adopted by other entries in the list.
",GordyD,2015-01-09 18:45:09
58,2015-01-09 18:45:04,"Wow! This looks like a really interesting course. There's also a popular book - [Nature of Code](http://natureofcode.com/) which I'm sure will go great with this course. Thanks for sending the PR! :+1: 
",prakhar1989,2015-01-09 18:45:09
57,2015-01-09 15:28:46,"I wish there was a way to extract these courses into curriculum. That wouldn't be in this repo I assume, but if some smart minds collaborated and created 4 year collegiate tracks for different focuses (systems oriented, etc) then that would be super useful for people who want to go through the track entirely on their own.
",dansackett,
57,2015-01-09 15:29:39,"+1
On Jan 9, 2015 9:29 AM, ""Dan Sackett"" notifications@github.com wrote:

> I wish there was a way to extract these courses into curriculum. That
> wouldn't be in this repo I assume, but if some smart minds collaborated and
> created 4 year collegiate tracks for different focuses (systems oriented,
> etc) then that would be super useful for people who want to go through the
> track entirely on their own.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/prakhar1989/awesome-courses/issues/57.
",ecancino,
57,2015-01-09 20:59:01,"Coursetalk is doing something similar (they're calling it **pathways**) with MOOCs and other paid courses - http://www.coursetalk.com/pathways
",prakhar1989,
57,2015-01-10 01:52:03,"+1
",JaredCubilla,
57,2015-01-10 03:17:33,"@prakhar1989 that looks cool I'll have to give it a look. Still, with all of these great classes I'd love to find a way to build some structures around them. I'm just afraid I'm not the guy to know the hierarchy for these. Maybe someone else will.
",dansackett,
57,2015-04-08 18:41:47,"This seems close to what you suggested - http://blog.agupieware.com/2014/05/online-learning-bachelors-level.html.
",tayllan,
57,2015-04-27 22:33:03,"This might work: https://docs.google.com/spreadsheets/d/1_kdHrT8izbROJNaxGflpcZm2ivsjRGF8j1hMzl3b8O0/htmlview
",cassidoo,
57,2016-07-29 18:21:56,"This might also help. 
https://github.com/open-source-society/computer-science
",lambainsaan,
57,2016-11-29 01:23:56,+1,anancds,
56,2015-01-09 15:22:33,"It will be great to tag any session available in audio.
",Aakhroot,2015-01-14 03:42:11
56,2015-01-11 18:48:27,"I've added emojis to indicate the video recordings of the courses (those that are available). Let me know if this helps! 
",prakhar1989,2015-01-14 03:42:11
55,2015-01-09 11:25:06,"Old ones are not found.
",rabas,2015-01-09 12:02:03
55,2015-01-09 12:02:01,"Thanks :+1: 
",prakhar1989,2015-01-09 12:02:03
54,2015-01-09 11:24:31,"Added CS374@UIUC
",qwdfbn,2015-01-09 18:24:04
54,2015-01-09 12:05:48,"Can you kindly add links to lecture videos, lecture notes and assignments like the other courses in this list? Thanks for the PR :+1: 
",prakhar1989,2015-01-09 18:24:04
54,2015-01-09 18:22:53,"Added!
",qwdfbn,2015-01-09 18:24:04
54,2015-01-09 18:24:02,"Great! Merged :dancer: 
",prakhar1989,2015-01-09 18:24:04
53,2015-01-09 10:46:33,"Fix typo.
",schmich,2015-01-09 11:01:15
53,2015-01-09 11:01:13,":+1: 
",prakhar1989,2015-01-09 11:01:15
52,2015-01-09 02:25:08,"Typo 1: changed ""interterview"" to ""interview"" on Line 127
- Before: This course taught in the MIT Independent Activities Period in 2009 goes over common solution to common interterview questions
- After: This course taught in the MIT Independent Activities Period in 2009 goes over common solution to common interview questions

Typo 2: changed ""tken"" to ""taken"" on Line 175
- Before: It assumes an undergrad course has already been tken
- After: It assumes an undergrad course has already been taken
",shinsaku417,2015-01-09 04:53:19
52,2015-01-09 04:53:15,"Thanks! :+1: 
",prakhar1989,2015-01-09 04:53:19
51,2015-01-08 14:40:38,"Updated repository with information about the Design and Analysis of Algorithms Course from the Stanford University.
",akshitjain,2015-01-11 13:34:38
51,2015-01-11 13:34:38,"Hi Akshit, I'm afraid I can't merge this as this course is identical to Prof Roughgarden's [course](https://www.coursera.org/course/algo) on Coursera. You can refer to [this section](https://github.com/prakhar1989/awesome-courses#contributing) for the contribution guidelines. 
",prakhar1989,2015-01-11 13:34:38
51,2015-01-11 17:16:57,"Yuppies too.

On Sunday, January 11, 2015, Prakhar Srivastav notifications@github.com
wrote:

> Closed #51 https://github.com/prakhar1989/awesome-courses/pull/51.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/prakhar1989/awesome-courses/pull/51#event-217082950.

## 

Sent from Gmail Mobile
",Gjina,2015-01-11 13:34:38
51,2015-01-11 17:17:27,"Upyours too.

On Sunday, January 11, 2015, Abalajen Gina ghina.101.ag@gmail.com wrote:

> Yuppies too.
> 
> On Sunday, January 11, 2015, Prakhar Srivastav <notifications@github.com
> <javascript:_e(%7B%7D,'cvml','notifications@github.com');>> wrote:
> 
> > Closed #51 https://github.com/prakhar1989/awesome-courses/pull/51.
> > 
> > —
> > Reply to this email directly or view it on GitHub
> > https://github.com/prakhar1989/awesome-courses/pull/51#event-217082950.
> 
> ## 
> 
> Sent from Gmail Mobile

## 

Sent from Gmail Mobile
",Gjina,2015-01-11 13:34:38
50,2015-01-07 14:48:51,"Updated repository with information about the Offensive Computer Security Course from the Florida State University.
",mikeliturbe,2015-01-08 10:51:48
50,2015-01-08 10:51:44,"Looks great! Thanks :+1: 
",prakhar1989,2015-01-08 10:51:48
49,2015-01-06 17:28:48,"I took CS10 at University of California, Berkeley during Fall 2013 and I feel like provided description does not fully emphasize the importance of this course. Hence, I suggested this update. Please accept this.
",MicBrain,2015-01-06 18:18:52
49,2015-01-06 18:18:48,"Thanks for the clarification @MicBrain :+1: 
",prakhar1989,2015-01-06 18:18:52
48,2015-01-05 09:58:54,"UCB website links will become active in a couple of days. Will update links to assignments and notes then.
",samarjeet,2015-01-14 04:09:49
48,2015-01-06 18:17:53,"Thanks Samarjeet! Let me know when this is ready to merge and I'll do the needful!
",prakhar1989,2015-01-14 04:09:49
48,2015-01-09 22:13:49,"I was going to make the same suggestion. I would actually highly recommended video lectures by Prof. John Kubiatowicz (https://www.youtube.com/watch?v=XgQo4JkN4Bw).
",Sushant,2015-01-14 04:09:49
48,2015-01-10 00:24:34,"Perhaps link to [this](http://inst.eecs.berkeley.edu/~cs162/sp14/) instead? 
",robbyoconnor,2015-01-14 04:09:49
48,2015-01-14 03:20:34,"The link is working now. Please accept my earlier pull request.
",samarjeet,2015-01-14 04:09:49
48,2015-01-14 03:40:06,"@samarjeet You need to resolve the merge conflict before I can merge. Also, please add links to assignments and emojis (refer exisiting courses). Lastly, @awelch83 spent a lot of effort in ordering courses under each section, so please make sure you add CS162 at the right place i.e. before CS 186.

Thanks!
",prakhar1989,2015-01-14 04:09:49
47,2015-01-04 17:05:40,"This is a great course to learn python.I myself had learned programming and python from here.
",akshitjain,2015-01-06 18:21:52
47,2015-01-06 18:21:52,"Zed Shaw's books on Learn X the hard way are awesome resources for any programmer. Having said that, I feel they don't quite fit in this list as they do not conform to a typical structure of a university course (ie. lectures / assignments/ exams).  Hope that makes sense.
",prakhar1989,2015-01-06 18:21:52
46,2015-01-03 14:20:13,"What do you think of adding the teaching of Jeff Erickson in the algorithms section?

http://web.engr.illinois.edu/~jeffe/teaching/algorithms/

I think there is pretty awesome!
",yvan-sraka,2015-01-03 17:21:14
46,2015-01-03 15:24:40,"It sure is! That's why it's already a part of the list :grinning:  Check for CS473 by UIUC.
",prakhar1989,2015-01-03 17:21:14
46,2015-01-03 17:21:14,"Oops, sorry.

Thanks!
",yvan-sraka,2015-01-03 17:21:14
45,2015-01-02 02:00:03,"I added this course MIT ran for three weeks in their Independent Activities Period on 'hacking a google interview'. There aren't lectures but there are well written handouts that people can read through and sample questions.
",cdipaolo,2015-01-03 04:34:16
45,2015-01-02 04:50:12,"I've used these before and these are great! However, does it make more sense to add this as a supplemental material under any of the existing Algorithm courses? What do you think?
",prakhar1989,2015-01-03 04:34:16
45,2015-01-02 06:03:50,"Yeah, it seems more relevant to the algorithms section. That said, if you put it under only one of the courses, people would probably miss it easier. You'd have to put it as like a sub-header or something under algorithms (like **Applications of Algorithms** or something), or have it as just like the first course in the algorithms section. Which do you think is best? I can just move it, close this pull request, and open a new one.
",cdipaolo,2015-01-03 04:34:16
45,2015-01-02 06:46:31,"Makes sense. How about you move it as a course under the algorithms section
and I'll merge it?
 On Jan 2, 2015 9:03 AM, ""Conner DiPaolo"" notifications@github.com wrote:

> Yeah, it seems more relevant to the algorithms section. That said, if you
> put it under only one of the courses, people would probably miss it easier.
> You'd have to put it as like a sub-header or something under algorithms
> (like _Applications of Algorithms_ or something), or have it as just like
> the first course in the algorithms section. Which do you think is best? I
> can just move it, close this pull request, and open a new one.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/prakhar1989/awesome-courses/pull/45#issuecomment-68510166
> .
",prakhar1989,2015-01-03 04:34:16
45,2015-01-02 17:37:39,"Ok, done! I have it moved on my fork so you can merge.
",cdipaolo,2015-01-03 04:34:16
45,2015-01-03 04:34:13,"Done!
",prakhar1989,2015-01-03 04:34:16
44,2015-01-01 07:20:50,"_Structure and Interpretation of Computer Programs_ is the single most valuable resource I have personally found in learning how to program and synthesize programming knowledge. I think it would be a fantastic resource to add to your list, given the book is [widely](http://www.amazon.com/Structure-Interpretation-Computer-Programs-Engineering/dp/0262510871#customerReviews) [praised](http://www.cs.berkeley.edu/~bh/sicp.html), though the recorded lecture series remains a bit unknown.

Happy new year!
",sch,2015-01-01 07:26:10
44,2015-01-01 07:25:52,"Thanks for adding this classic! Appreciate the PR :+1: 
",prakhar1989,2015-01-01 07:26:10
43,2014-12-31 20:33:03,"I added three courses. Two are algorithms courses from UC Davis, one undergraduate, and one graduate which assumes one undergrad course had already been taken. I also added a game design course from Tufts University which covers PyGame in Python as well as other topics. 
",cdipaolo,2014-12-31 21:18:13
43,2014-12-31 21:18:09,"Great courses! Thanks for adding :+1:  Happy New Year, Connor! :fireworks: 
",prakhar1989,2014-12-31 21:18:13
43,2014-12-31 21:19:37,"Yeah no problem man. Happy New Year!
",cdipaolo,2014-12-31 21:18:13
42,2014-12-31 14:40:26,,robbyoconnor,2014-12-31 14:41:25
41,2014-12-31 14:16:28,"added the introduction to Linux course
",m13m,2014-12-31 16:45:08
41,2014-12-31 16:45:08,"Thanks for PR! Sorry to disappoint you on New Years Eve but I'm not keen on adding any MOOCs to this list. Do read the [contributing](https://github.com/prakhar1989/awesome-courses#contributing) guidelines for more info.

Happy New Year :sparkles: :fireworks: 
",prakhar1989,2014-12-31 16:45:08
41,2014-12-31 17:02:19,"oh sorry And Happy New year
",m13m,2014-12-31 16:45:08
39,2014-12-30 16:25:20,,frankjwu,2014-12-30 17:46:20
39,2014-12-30 17:46:07,"Heard a lot of great things about this course and [xv6](http://pdos.csail.mit.edu/6.828/2014/overview.html). Thanks for adding!
",prakhar1989,2014-12-30 17:46:20
38,2014-12-30 15:41:08,,jwworth,2014-12-30 15:42:23
38,2014-12-30 15:42:21,"Appreciate it :+1: 
",prakhar1989,2014-12-30 15:42:23
38,2014-12-30 16:20:20,"What's u
",Renea-Parker,2014-12-30 15:42:23
38,2014-12-31 17:35:19,"Awesome project; keep it up!
",jwworth,2014-12-30 15:42:23
38,2014-12-31 17:44:16,"Thanks Jake! Wishing you a happy new year!
On Dec 31, 2014 8:35 PM, ""Jake Worth"" notifications@github.com wrote:

> Awesome project; keep it up!
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/prakhar1989/awesome-courses/pull/38#issuecomment-68456588
> .
",prakhar1989,2014-12-30 15:42:23
38,2014-12-31 17:50:48,"Definitely awesome !! Happy 🍀NEW YEAR🍀 
",Renea-Parker,2014-12-30 15:42:23
37,2014-12-30 10:12:52,,samarjeet,2014-12-30 10:15:12
36,2014-12-30 07:30:47,,BhavdeepSethi,2014-12-30 07:36:32
36,2014-12-30 07:36:29,"Thanks for the PR! :+1: 
",prakhar1989,2014-12-30 07:36:32
35,2014-12-30 06:46:40,"- Introduction to CS / Introduction to Computer Science and Programming Using Python / MIT
- Misc / Introduction to Linux / Linux FoundationX
",ghost,2014-12-30 06:53:01
35,2014-12-30 06:53:01,"Thanks for PR! Unfortunately, I'm not keen on adding any MOOCs to this list. Please refer to #26 and #20 for the rationale. 
",prakhar1989,2014-12-30 06:53:01
35,2014-12-30 07:37:46,"Sorry for the issue, I didn't realized before.
",ghost,2014-12-30 06:53:01
35,2014-12-30 07:39:25,"No worries at all. I should have clarified it in the README earlier. Have updated it with a [section](https://github.com/prakhar1989/awesome-courses/blob/master/README.md#contributing) now. Thanks again!
",prakhar1989,2014-12-30 06:53:01
34,2014-12-30 03:57:03,"Deleted apostrophe.
",Techfolio,2014-12-30 03:58:11
34,2014-12-30 03:58:08,":grinning: 
",prakhar1989,2014-12-30 03:58:11
33,2014-12-30 00:33:43,"The link currently points to `https://github.com/prakhar1989/awesome-courses/blob/master/www.cs.virginia.edu/~weimer/4610`

Standardized it by adding `http://` 
",roger-kang-mo,2014-12-30 03:52:45
33,2014-12-30 03:52:37,"Much thanks :+1:  
",prakhar1989,2014-12-30 03:52:45
32,2014-12-29 22:18:08,"For your consideration, ICS 314, Software Engineering, University of Hawaii. Illustrates the athletic software engineering pedagogy and the [Morea Framework](http://morea-framework.github.io/) to publish course structure.
",philipmjohnson,2014-12-30 03:55:37
32,2014-12-30 03:55:33,"The course looks great! Thanks for adding it Professor! :+1: 
",prakhar1989,2014-12-30 03:55:37
31,2014-12-29 18:27:19,"...youtube playlist
",nonis3,2014-12-29 18:28:37
31,2014-12-29 18:28:32,"Thanks for fixing the blunder! :dancer: 
",prakhar1989,2014-12-29 18:28:37
30,2014-12-29 16:34:04,,mrdrozdov,2014-12-29 16:50:30
30,2014-12-29 16:50:23,"The readings section looks extremely comprehensive. Thanks!
",prakhar1989,2014-12-29 16:50:30
29,2014-12-29 16:30:37,"Would be nice to point out which courses have videos and which ones don't from usability point of view. It's tedious to filter out the ones with video lectures.
",ahmetb,2015-01-14 03:42:23
29,2014-12-29 16:32:17,":+1:

Adding the label :cinema: could be a quick win.  I would be happy to help with a PR.

_edited_ after an exchange with @ahmetalpbalkan on twitter.
",banderson623,2015-01-14 03:42:23
29,2014-12-29 16:33:20,"+1
",chirag04,2015-01-14 03:42:23
29,2014-12-29 16:55:58,"The idea of using icons sounds good! Will get around to it soon. 
",prakhar1989,2015-01-14 03:42:23
29,2014-12-29 17:36:20,"Okay, this is wierd. I've tried adding a few emojis at the bottom of the page but for some reason it's not showing correctly (shows up in raw form). Anyone got a clue why? 
",prakhar1989,2015-01-14 03:42:23
29,2014-12-29 17:41:57,"@prakhar1989 weird. I've had a lot of success using the github / markdown's `:+1:` syntax. I just [changed](https://github.com/banderson623/banderson623.github.com/commit/dc57916e1aa4d6610bd04fa5e340053498b00a84) this [readme](https://github.com/banderson623/banderson623.github.com/blob/master/README.markdown) and it looks to work.

the ""movie camera"" emoji is `:cinema:`
",banderson623,2015-01-14 03:42:23
29,2014-12-29 17:45:03,"@banderson623 I tried the same. As soon as I paste the content of this readme, all emoji's turn to raw text. 

![img](http://api.drp.io/files/54a1932e75cbb.png)
",prakhar1989,2015-01-14 03:42:23
29,2014-12-29 17:51:15,"That is odd, I forked it and found the same behavior :|
",banderson623,2015-01-14 03:42:23
29,2014-12-29 17:54:22,"I also tried adding the emoji character directly :( ![](https://dl.dropbox.com/s/vuo2nwpha3h6tb0/2014-12-29_11-12_banderson623awesome-courses_ad9jx.jpg?dl=0)
",banderson623,2015-01-14 03:42:23
29,2014-12-29 17:56:40,"Haha! Tried that myself :stuck_out_tongue: 

Have a look at [this](https://github.com/prakhar1989/markdown-emoji/blob/master/README.md) readme. From what I can see, there's something wrong with the section Algos / PL / Intro to CS. Without these sections, it works fine.
",prakhar1989,2015-01-14 03:42:23
29,2014-12-30 18:31:28,"Hi All! Just released an update from Github stating the below -

> We have temporarily disabled Emoji rendering in overly large documents because of performance issues. This is a temporary measure while we work on improving the performance of our rendering pipeline. We will restore this functionality as soon as possible. Apologies for the inconvenience!

As soon they get around to fixing the issue, I'll add the emojis so that it gets easier for everyone to identify available material in courses. Thanks for the suggestions!
",prakhar1989,2015-01-14 03:42:23
29,2014-12-30 18:33:12,"That is interesting, without their help I wouldn't have guessed it was document-size related.
",banderson623,2015-01-14 03:42:23
29,2015-01-02 15:29:09,"啥东东
",webfreee,2015-01-14 03:42:23
29,2015-01-04 10:48:01,"+1
",xu6148152,2015-01-14 03:42:23
29,2015-01-04 18:53:31,"You could place an image in your repo and reference it like this  `![alt tag](https://raw.github.com/raymondware/awesome-courses/master/video-em.png)` I have forked your repo and placed an example there(https://github.com/raymondware/awesome-courses). Hope this helps!
",raymondware,2015-01-14 03:42:23
29,2015-01-04 19:21:42,"Or you could just do this...

`<img src=""https://assets-cdn.github.com/images/icons/emoji/unicode/1f3a6.png"" width=""20"" height=""20"" />`
",raymondware,2015-01-14 03:42:23
29,2015-01-05 00:25:10,":+1: this is a good solution!
",banderson623,2015-01-14 03:42:23
29,2015-01-07 03:15:27,"Great idea! I'm travelling right now and I'll get to this in a couple of days. Thanks for tip :+1: 
",prakhar1989,2015-01-14 03:42:23
